طبقه,زیربنا,خواب,تلفن,آشپزخانه,سرویس,کفپوش,OPEN,پارکینگ,انباری,بالکن,غربی,شرقی,شمالی,جنوبی,code
17,114,2,1,چوبي,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10273276
1,100,2,0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,0,10273280
2,98,2,1,MDF,فرنگی,سراميک,1,0,1,1,0,0,0,1,10273284
4,104,2,1,چوبي,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,1,10198875
3,53,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10273286
2,131,3,1,هایگلاس,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,3906693
2,135,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10273300
4,95,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10273316
5,65,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10273317
1,70,2,1,MDF,ايراني فرنگي,سراميک,0,0,0,0,0,0,0,0,10273319
3,84,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10131521
7,126,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,10247352
2,316,5,1,MDF,ايراني فرنگي,لامنيت,0,0,0,0,0,0,0,0,10206725
1,242,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10264766
2,150,3,1,MDF,فرنگی,سراميک,1,0,1,1,0,0,1,0,10260800
3,75,2,1,MDF,ايراني فرنگي,سنگ,0,0,0,0,0,0,0,0,10260479
1,50,1,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,0,1,10264993
5,77,2,1,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,0,0,1,10242290
2,96,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10265005
1,108,2,1,MDF,ايرانی,سنگ,1,0,1,0,0,0,0,1,10265015
3,115,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10179656
1,65,2,1,هایگلاس,ايرانی,سراميک,0,0,1,0,0,0,0,1,10273345
3,56,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10248551
5,104,2,1,چوبي,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10273348
5,122,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,1,10253146
همكف,113,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10273368
10,205,3,1,چوبي,ايراني فرنگي,سراميک,1,0,1,1,1,0,0,1,10273370
8,100,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,1,0,1,0,10266418
2,196,3,1,چوبي,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10252058
1,88,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10273385
4,100,2,1,MDF,ايراني فرنگي,سراميک,0,0,0,0,0,0,0,0,10115786
5,80,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10179887
4,75,2,1,MDF,ايرانی,سراميک,0,0,0,0,0,0,0,0,10260099
1,128,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10260396
2,137,3,2,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10260398
1,60,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10273387
3,53,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10273394
2,67,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10273396
1,77,2,1,MDF,ايراني فرنگي,پارکت,1,0,1,0,0,1,0,0,10273400
2,47,1,1,فلزي,ايرانی,سراميک,1,0,0,0,0,0,0,1,10273404
3,55,1,1,MDF,ايراني فرنگي,لامنيت,1,0,1,1,0,0,1,0,10186021
1,100,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10273424
همكف,82,2,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,0,1,10273425
5,60,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10273433
2,80,2,1,هایگلاس,فرنگی,موزائيک,1,0,0,0,0,0,1,0,10273461
3,93,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10273462
3,65,1,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,1,0,10184259
3,55,0,1,فلزي,ايرانی,سراميک,0,0,1,0,0,0,1,0,10260464
1,95,2,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,0,1,10273467
همكف,45,0,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,0,1,10273469
4,86,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10273472
1,60,1,1,MDF,ايرانی,سراميک,1,0,1,1,1,0,0,0,10064860
2,63,1,1,MDF,ايراني فرنگي,پارکت,1,0,0,0,0,0,0,1,10273497
4,151,3,1,MDF,ايراني فرنگي,سنگ,0,0,0,0,0,0,0,0,3830709
1,100,1,1,MDF,ايرانی,سراميک,1,0,0,1,0,0,0,1,10273500
1,120,2,1,MDF,ايرانی,لامنيت,1,0,1,1,0,0,1,0,10183040
3,81,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10273508
4,104,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10261418
3,78,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10259300
4,84,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10272999
3,113,2,1,MDF,ايرانی,سنگ,0,0,1,1,0,0,0,1,3464965
1,108,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,1,10077496
1,90,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,0,10273525
زیرهمكف,43,1,1,MDF,فرنگی,سراميک,0,0,0,0,0,0,0,0,10273542
3,74,2,1,MDF,ايرانی,سنگ,1,0,1,1,0,0,0,0,10273553
1,48,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10273557
همكف,65,2,1,MDF,ايرانی,پارکت,1,0,0,1,0,0,0,1,10260679
4,131,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10273585
3,65,1,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10273590
3,93,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10123737
2,72,2,1,MDF,ايراني فرنگي,پارکت,1,0,1,0,1,0,0,0,10273603
4,231,3,1,هایگلاس,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,1,10268507
4,83,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10202812
1,107,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,1,10151545
3,36,1,1,MDF,فرنگی,سراميک,1,0,1,0,0,0,0,1,10273627
5,65,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10262781
4,55,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10242514
4,86,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10273635
1,57,1,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,0,1,10273637
5,65,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10273639
2,97,2,1,MDF,فرنگی,سراميک,1,0,0,1,0,0,0,1,10131080
2,62,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10273643
2,115,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,3889869
4,71,2,1,MDF,ايرانی,لامنيت,1,0,0,1,0,0,0,1,10206617
2,111,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,1,0,0,10260412
1,135,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10246980
2,65,2,1,هایگلاس,ايرانی,سراميک,1,0,1,1,0,0,0,1,10273681
2,40,1,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,0,1,10265168
15,113,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,1,0,1,10273684
2,60,1,1,MDF,ايراني فرنگي,سراميک,0,0,0,0,0,0,0,0,10251046
4,68,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10265313
1,62,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10273689
2,105,2,0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10255689
1,53,1,1,فلزي,ايرانی,سراميک,0,0,1,0,0,0,0,1,10273694
3,69,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,0,10253305
2,110,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10273702
3,160,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,3879405
3,110,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,10273710
3,100,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,10273711
4,200,4,2,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,1,1,1,10130263
همكف,108,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10218300
مختلف,400,4,0,دلخواه,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10252011
1,68,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,1,3243519
4,93,2,1,MDF,ايرانی,پارکت,1,0,1,1,0,0,0,1,10260478
3,80,1,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,1,10179888
1,52,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,0,10273726
2,99,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10273731
1,100,2,1,هایگلاس,ايراني فرنگي,لامنيت,1,0,1,1,0,0,0,1,10273736
4,80,2,1,MDF,ايرانی,سراميک,1,0,0,1,0,0,1,0,10273741
5,110,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10246200
3,100,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10260543
2,90,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10273746
4,150,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10273755
5,60,2,1,MDF,ايراني فرنگي,سراميک,0,0,0,0,0,0,0,0,10273761
1,69,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,1,10273764
3,110,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10273768
4,50,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10273786
3,114,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10273788
4,57,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10273824
1,66,2,1,MDF,ايرانی,سراميک,0,0,0,0,0,0,0,0,10146038
4,55,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10273852
2,66,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10273855
4,136,3,1,MDF,ايراني فرنگي,سراميک,0,0,0,0,0,0,0,0,10273870
5,70,2,1,MDF,ايرانی,پارکت,1,0,0,0,0,0,0,1,10244846
2,141,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10263858
2,95,2,0,هایگلاس,ايراني فرنگي,سنگ,1,0,0,1,1,1,0,0,10299907
3,87,3,0,MDF,ايراني فرنگي,سنگ,1,0,1,1,1,1,0,0,10299906
4,55,1,1,MDF,ايرانی,پارکت,1,0,0,0,0,0,0,1,10272246
4,60,2,1,هایگلاس,ايرانی,سنگ,1,0,1,0,0,0,1,0,10249412
4,70,2,1,MDF,ايرانی,سنگ,1,0,1,1,0,1,0,1,10349049
1,64,1,1,MDF,ايرانی,سراميک,1,0,1,0,1,0,0,1,10297490
4,54,1,1,MDF,ايرانی,پارکت,1,0,1,0,0,0,0,1,10297495
2,78,2,1,MDF,ايرانی,سنگ,1,0,1,1,1,0,0,0,10349031
3,245,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,10241321
5,242,4,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,3978746
3,55,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10162116
4,117,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,3967679
10,127,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,1,0,0,1,10300806
5,62,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10348279
همكف,83,2,1,MDF,ايراني فرنگي,پارکت,1,0,1,0,0,0,0,1,10351491
2,64,1,1,MDF,ايرانی,موکت,1,0,0,0,0,0,0,1,10253347
4,70,2,2,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,0,10250047
5,57,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10334526
6,83,2,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,1,0,10449469
1,54,1,1,MDF,فرنگی,سراميک,1,0,1,1,0,1,0,0,10351868
3,55,1,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,1,10132446
3و4,70,2,1,MDF,ايراني فرنگي,سنگ,1,0,0,0,0,0,1,0,10449470
5,50,1,1,MDF,فرنگی,سراميک,1,0,1,0,0,0,0,1,10449473
4,111,2,1,MDF,ايراني فرنگي,لامنيت,1,0,1,1,0,0,1,0,10449475
1,150,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10349768
6,150,3,1,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,0,0,1,10148278
3,150,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10185509
2,57,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10275440
2,172,3,2,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,1,2796790
1,105,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10260930
4,196,3,1,چوبي,ايراني فرنگي,پارکت,1,0,1,1,0,0,1,0,10350031
5,305,4,1,MDF,فرنگی,سنگ,1,0,1,1,0,0,1,0,10351100
3,153,4,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10415986
3,70,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10261952
2,270,4,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10273886
1,170,3,1,MDF,ايرانی,سراميک,0,0,1,1,0,0,1,0,3837079
5,137,3,1,چوبي,ايراني فرنگي,پارکت,1,0,1,0,0,0,1,0,10185666
4,101,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10449483
1,132,3,1,MDF,ايراني فرنگي,پارکت,1,0,1,0,0,0,1,0,10257358
3,72,2,1,هایگلاس,ايراني فرنگي,پارکت,1,0,0,1,0,0,1,0,10243622
همكف,91,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10449485
4,60,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10449486
13,143,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,1,0,0,1,10449487
5,80,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,10252892
5,108,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,3905950
زیرهمكف,60,1,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,1,0,3905151
4,75,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10449489
3,71,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10179314
1,51,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10271808
4,78,2,1,MDF,ايراني فرنگي,پارکت,1,0,1,0,0,0,1,0,10275193
4,150,3,2,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,1,10336317
6,112,2,1,دلخواه,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10274799
1,133,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10449491
4,260,3,1,هایگلاس,ايراني فرنگي,پارکت,1,0,1,1,0,0,1,0,10129241
2,128,3,1,MDF,ايراني فرنگي,سراميک,0,0,1,1,0,0,1,0,10264699
2,120,2,1,فايبرگلاس,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10449493
6,130,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10274892
3,55,1,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,0,1,10301966
4,176,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,3990485
3,105,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,2879968
1,130,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10296686
1,98,2,1,MDF,ايرانی,پارکت,0,0,1,1,0,0,1,1,10405394
2,43,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10300255
3,71,2,1,MDF,ايراني فرنگي,سراميک,1,0,0,0,0,0,1,1,10161970
3,183,3,0,هایگلاس,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,3466497
4,75,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10297331
4,61,1,1,MDF,ايرانی,سنگ,1,0,1,1,0,0,1,0,10265355
4,186,3,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,3968545
1,63,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10299101
1,102,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,3910343
4,55,1,1,MDF,فرنگی,سنگ,1,0,1,1,0,0,1,0,10335792
1,92,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10449498
1,98,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10300414
3,115,2,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,0,1,3854510
4,116,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10449499
3,45,1,1,MDF,ايراني فرنگي,سراميک,1,0,0,0,0,0,0,1,10300576
5,232,3,1,MDF,ايراني فرنگي,پارکت,1,0,1,0,0,0,1,0,10449500
2,52,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,3890808
1,86,2,1,MDF,ايراني فرنگي,موکت,1,0,1,0,0,0,0,0,10115687
2,90,2,1,MDF,ايرانی,سيمان,1,0,1,1,0,0,1,0,10117184
2,129,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,3993170
5,90,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,0,10127193
3,125,2,0,هایگلاس,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10246726
8,145,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10300804
1,115,3,1,فلزي,ايراني فرنگي,سراميک,1,0,0,0,0,0,0,0,10204400
4,135,3,1,MDF,ايرانی,سراميک,0,0,1,1,0,0,0,1,10265879
4,51,1,1,MDF,ايرانی,سنگ,1,0,0,0,0,0,1,0,10298885
3,130,3,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10353224
7,155,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10123960
5,52,1,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,0,10332287
1,60,1,1,MDF,ايرانی,موکت,1,0,1,1,0,0,0,1,10322431
3,120,3,1,MDF,ايراني فرنگي,سراميک,1,0,0,0,0,0,1,0,10332292
3,100,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10449501
13,110,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10332486
4,63,1,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10346590
4,78,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10252766
3,82,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10271318
2,110,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10322236
4,108,3,1,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,0,0,0,10350542
2,180,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10124599
6,148,3,2,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10258468
1,155,3,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,1,0,10144691
1,48,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10335239
2,54,1,2,فلزي,ايرانی,موزائيک,1,0,1,0,0,0,0,1,10449507
2,93,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10241578
2,92,2,1,چوبي,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10258738
4,126,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10449512
4,57,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,3458578
2,84,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10078503
4,100,2,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,1,3738480
3,63,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,3891597
4,62,2,1,MDF,فرنگی,سراميک,1,0,1,1,1,0,0,0,10267481
2,76,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,0,3906696
2,61,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10275019
1,142,2,1,ندارد,ايرانی,موزائيک,1,0,1,1,0,0,1,0,10091522
همكف,50,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,1,0,0,0,10274890
4,61,1,1,MDF,ايرانی,سراميک,0,0,1,0,0,0,1,0,10299775
2,55,2,1,هایگلاس,ايرانی,پارکت,1,0,1,1,0,0,0,1,10185573
1,71,1,1,فلزي,ايرانی,موزائيک,1,0,1,0,1,1,0,0,10300844
3,37,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10273888
1,71,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10149300
2,72,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10175829
3,60,2,1,MDF,ايرانی,سراميک,1,0,0,0,1,0,0,0,10449513
5,98,2,1,MDF,ايراني فرنگي,سراميک,0,0,1,1,0,0,0,1,10201061
1,45,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10185895
4,72,1,1,MDF,ايرانی,سراميک,0,0,1,0,0,0,0,1,10301435
1,70,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,0,10249752
1,136,3,1,فلزي,ايرانی,موزائيک,0,0,1,1,0,0,0,0,10249781
1,105,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10254070
4,66,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10265233
3,50,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10273889
2,62,1,1,MDF,ايراني فرنگي,سراميک,1,0,0,0,0,0,1,0,10301350
4,43,1,0,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10276447
1,145,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10264169
2,58,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10276540
3,47,1,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,0,1,10449514
3,80,2,0,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10297728
1,55,1,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,0,10133018
2,107,2,1,نيمه مبله,ايراني فرنگي,سراميک,1,0,0,1,0,0,1,1,10267899
5,127,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10300428
4,106,2,1,چوبي,ايرانی,پارکت,1,0,1,0,0,0,0,1,10182367
4,57,1,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10264788
4,57,1,1,هایگلاس,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10275566
4,40,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,0,10449515
1,63,2,1,MDF,ايرانی,سراميک,1,0,0,1,0,0,1,0,10300644
2,53,1,1,MDF,ايراني فرنگي,سراميک,0,0,1,0,0,0,0,1,10300567
1,94,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10268259
1,60,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10300821
2,69,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10276641
2,75,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10300931
زیرهمكف,50,1,1,MDF,فرنگی,سراميک,1,0,0,0,0,0,1,0,10335403
2,45,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10449516
1,95,2,1,چوبي,ايراني فرنگي,سنگ,1,0,1,1,1,0,0,1,10334130
4,76,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10274429
1,140,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10179510
4,86,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10078445
4,57,2,1,MDF,ايرانی,پارکت,1,0,0,1,0,0,1,0,10119410
1,72,2,1,MDF,ايراني فرنگي,پارکت,0,0,1,1,0,0,1,0,10120292
1,82,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,1,0,0,10132873
2,100,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10150775
1,176,3,1,هایگلاس,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10202843
1,52,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10243057
4,57,1,1,MDF,ايراني فرنگي,سنگ,1,0,0,1,0,0,1,0,10246813
1,65,1,1,MDF,ايراني فرنگي,پارکت,1,0,0,1,0,0,0,1,10449518
1,54,1,1,MDF,ايرانی,سنگ,0,0,0,0,0,0,1,0,10261699
2,55,1,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,10255899
1,85,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10296746
4,51,1,1,فلزي,ايرانی,سراميک,1,0,1,0,0,0,0,1,3171300
1,57,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10297871
همكف,105,2,1,MDF,ايراني فرنگي,پارکت,1,0,1,0,0,0,1,0,10349006
4,58,1,1,MDF,ايرانی,موکت,1,0,1,0,0,0,1,0,10299057
همكف,38,2,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,1,0,3323990
3,107,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10301259
2,80,2,1,MDF,ايرانی,سراميک,1,0,0,1,0,0,1,0,10449519
2,81,2,1,MDF,ايرانی,پارکت,1,0,1,0,0,0,1,0,10299052
5,112,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10301315
4,143,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,3394203
3,54,1,1,MDF,ايرانی,سراميک,1,0,0,1,0,0,1,0,10145306
