طبقه,زیربنا,خواب,تلفن,آشپزخانه,سرویس,کفپوش,OPEN,پارکینگ,انباری,بالکن,غربی,شرقی,شمالی,جنوبی,code
4,75,2,1.0,MDF,ايراني فرنگي,پارکت,1,0,1,1,1,1,0,0,10354384
1,118,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,1,10241263
3,51,1,1.0,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10180207
1,102,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10186962
3,44,1,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10335038
2,59,1,1.0,MDF,ايرانی,پارکت سنگ,1,0,1,1,0,0,1,0,10300877
4,107,2,1.0,چوبي,ايراني فرنگي,سنگ,1,0,0,1,0,0,0,1,10354388
4,94,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10354389
1,108,2,1.0,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,0,0,0,10354392
4,57,1,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10053466
4,60,1,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10259220
5,170,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,1,0,0,0,10217560
1,88,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10276338
5,143,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10202432
2,80,1,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10354396
4,123,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10300997
3,58,1,1.0,MDF,ايراني فرنگي,سراميک,1,0,0,1,1,0,0,0,10354404
1,65,1,1.0,MDF,ايراني فرنگي,سنگ,1,0,0,1,0,0,1,0,10354406
1,55,1,1.0,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,0,10354408
1,150,3,1.0,دلخواه,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10259543
4,125,3,1.0,هایگلاس,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,1,10267845
3,301,3,1.0,فرنيش,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10268956
1,132,2,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10354411
2,135,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,0,10354413
زیرهمكف,150,3,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10248990
2,238,4,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,1,3409311
5,117,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10354415
1,70,1,1.0,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,0,10354417
2,66,1,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10354418
1,60,2,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10354419
2,150,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10296775
5,84,2,1.0,MDF,ايراني فرنگي,پارکت,1,0,1,0,0,0,0,0,10354421
1,104,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10301888
همكف,103,2,1.0,MDF,ايراني فرنگي,پارکت,1,0,1,0,0,0,0,1,10300538
3,236,4,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10354422
4,85,2,2.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10129483
3,97,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,1,1,10354423
2,160,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10354424
1,118,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10354425
2,135,3,1.0,دلخواه,فرنگی,سراميک,0,0,1,1,0,0,0,1,10241856
1,90,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10269203
4,51,1,1.0,MDF,ايرانی,سراميک,1,0,0,0,0,0,0,1,10354427
2,126,3,1.0,MDF,ايراني فرنگي,پارکت,1,0,0,1,0,0,1,0,10354429
3,85,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10354430
3,210,3,1.0,چوبي,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10260886
همكف,67,1,1.0,MDF,ايراني فرنگي,سراميک,1,0,0,0,0,0,1,0,10354431
2,240,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,1,10354432
همكف,190,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,0,0,0,0,0,1,10354433
5,115,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10354434
3,185,4,1.0,MDF,ايرانی,لامنيت,1,0,1,1,0,0,1,0,10333480
9,144,3,1.0,نا مشخص,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10354435
3,93,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,1,1,10201833
3,115,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10245117
3,131,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,10276388
1,152,3,1.0,چوبي,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,0,3857809
3,320,4,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10300638
3,159,3,1.0,MDF,ايراني فرنگي,پارکت,1,0,0,1,0,0,0,0,10018401
4,62,1,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,10264875
3,122,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10199598
4,42,1,1.0,فلزي,ايرانی,سنگ,1,0,1,0,0,0,1,0,10354441
2,151,3,1.0,MDF,ايراني فرنگي,پارکت,1,0,1,0,0,0,1,0,10301081
3,82,2,1.0,نا مشخص,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10334948
2,40,1,1.0,MDF,ايرانی,سراميک,1,0,0,0,0,0,1,0,10354445
3,164,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10346827
7,146,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10260114
5,136,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10276559
1,45,1,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,0,10354447
1,32,1,1.0,MDF,فرنگی,سراميک,1,0,1,0,0,0,0,1,10244752
1,90,2,1.0,آبدارخانه,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10335613
4,92,2,1.0,MDF,ايرانی,سنگ,0,0,1,0,0,0,1,0,10276244
2,60,1,1.0,MDF,ايرانی,سنگ,1,0,1,1,0,0,0,1,10354449
3,100,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10005520
2,105,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10354454
2,54,1,1.0,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10354455
4,62,2,1.0,چوبي,ايرانی,سراميک,1,0,1,1,0,0,1,0,10270984
6,143,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10270983
4,57,1,1.0,فلزي,ايرانی,سراميک,1,0,0,1,0,0,0,0,10121191
1,130,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,1,0,10354463
1,142,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10217308
2,131,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,0,10354464
2,67,1,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,0,10354465
2,90,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10354466
4,89,2,1.0,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,10147326
5,138,3,1.0,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10354467
2,50,1,1.0,MDF,ايرانی,لامنيت,1,0,1,0,0,0,0,1,10296573
3,77,2,1.0,MDF,ايراني فرنگي,پارکت,1,0,1,0,0,0,0,1,10296582
2,36,1,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10300949
2,156,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10354469
3,55,1,1.0,MDF,فرنگی,سراميک,1,0,1,0,0,0,1,0,10300613
3,51,1,1.0,MDF,ايرانی,سراميک,1,0,0,0,0,0,1,0,10354472
2,64,1,1.0,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,1,10354476
2,105,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10354477
1,41,1,1.0,MDF,ايرانی,سراميک,1,0,0,0,0,0,1,0,10354478
2,54,1,1.0,MDF,ايراني فرنگي,سنگ,1,0,0,1,0,0,0,1,10354480
3,77,2,1.0,MDF,فرنگی,پارکت,1,0,1,0,0,1,0,0,10354482
5,110,2,1.0,چوبي,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10354483
2,61,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10354484
2,100,2,1.0,فلزي,ايرانی,موکت,1,0,1,1,0,0,1,0,3830269
2,78,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10354486
زیر همكف +همكف,75,1,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,1,0,0,10296591
3,58,1,1.0,MDF,ايرانی,سراميک,1,0,0,0,0,0,1,0,10354487
1,83,2,1.0,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,0,0,0,10354488
3,225,3,1.0,فرنيش,فرنگی,لامنيت,1,0,1,1,0,0,0,1,10133881
1,96,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10354492
2,70,1,0.0,هایگلاس,ايراني فرنگي,سراميک,0,0,0,0,0,0,0,0,10267931
5,103,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,3993438
1,107,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10161904
2,101,2,1.0,MDF,ايراني فرنگي,پارکت,1,0,1,0,0,0,0,1,3457736
همكف,119,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,1,0,0,1,10333067
5,104,2,1.0,MDF,ايرانی,سراميک,1,0,0,1,0,0,1,0,3910256
همكف,58,2,1.0,MDF,ايرانی,سراميک,1,0,0,0,0,0,1,0,10300875
1,157,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10264652
2,91,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,0,1,0,0,0,1,10299056
2,92,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10300494
4,115,3,1.0,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10300878
2,102,2,2.0,چوبي,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10183516
همكف,110,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10354503
1,52,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10354507
4,88,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10354508
4,72,2,1.0,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,0,10052628
2,50,1,1.0,MDF,ايرانی,سراميک,0,0,1,0,0,0,0,1,10177360
5,200,3,1.0,چوبي,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10298309
1,45,1,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,10354530
2,75,2,1.0,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10354531
2,130,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,1,0,10354532
2,105,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,1,0,10354533
1,144,4,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10274134
5,125,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10274133
5,128,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10354539
2,38,1,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,0,10354550
3,60,1,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10354553
4,180,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,0,10354554
1,100,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10354556
5,128,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10354557
2,74,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10354559
4,50,1,1.0,MDF,ايراني فرنگي,پارکت,1,0,1,0,0,0,0,1,10354561
3,107,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10354569
2,97,2,1.0,MDF,ايرانی,سراميک,1,0,0,0,0,0,0,1,10276522
1,100,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10354571
9,180,3,1.0,MDF,فرنگی,سراميک,1,0,1,0,0,0,1,0,10354573
2,120,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10354578
1,90,2,1.0,چوبي,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,1,10247413
2,115,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10198689
7,64,1,1.0,MDF,ايراني فرنگي,سراميک,0,0,0,0,0,0,0,0,10354586
مختلف,168,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10354587
4,80,2,2.0,MDF,فرنگی,لامنيت,1,0,1,0,0,0,1,1,10248165
1,148,3,1.0,MDF,ايراني فرنگي,پارکت,1,0,0,1,0,0,1,1,10302033
2,123,2,2.0,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10275870
4,115,2,1.0,هایگلاس,ايراني فرنگي,پارکت,1,0,1,0,0,0,1,0,10300553
3,101,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10301723
1,131,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,1,0,10335649
2,77,2,0.0,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,1,10354596
3,75,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10354597
همكف,115,2,1.0,MDF,ايراني فرنگي,سراميک,0,0,1,1,0,0,0,1,10265863
3,105,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,1,0,10354598
همكف,95,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,1,0,10354599
6,96,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10265625
1,103,2,1.0,MDF,ايراني فرنگي,پارکت,1,0,1,0,0,0,0,1,10354601
3,112,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,0,0,0,0,1,0,10131668
3,78,1,1.0,MDF,ايراني فرنگي,سنگ,1,0,0,0,0,0,0,1,10354602
3,87,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,0,0,0,0,0,1,10354603
2,53,1,1.0,چوبي فلزي,ايرانی,سراميک,1,0,1,0,0,1,0,0,10354604
5,86,2,1.0,نا مشخص,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10354608
4,110,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,3738860
مختلف,75,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,1,1,0,0,10354609
مختلف,70,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,1,1,0,0,10354610
مختلف,88,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,1,1,0,0,10354611
5,240,4,1.0,چوبي,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,1,10334065
1,105,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,3465399
1,94,3,1.0,MDF,ايراني فرنگي,لامنيت,1,0,1,1,0,0,0,1,10250656
3,84,2,1.0,MDF,ايرانی,سنگ,1,0,1,0,0,0,0,1,10354624
5,70,2,1.0,MDF,ايرانی,سنگ,1,0,1,0,0,0,0,1,10348059
1,105,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10354630
2,62,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,0,0,0,0,0,1,10354631
4,212,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,1,10300495
3,50,1,1.0,هایگلاس,ايرانی,سراميک,1,0,1,0,0,0,1,0,3446087
4,94,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10351752
5,94,2,0.0,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,1,0,10354659
4,60,1,1.0,MDF,ايرانی,پارکت,1,0,1,0,0,0,0,1,10350529
3,110,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10350689
2,160,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10354670
4,75,2,1.0,MDF,ايرانی,سراميک,1,0,0,1,0,0,0,1,10354672
1,63,2,1.0,MDF,فرنگی,سراميک,1,0,1,0,1,0,1,0,10354549
2,183,3,1.0,MDF,ايراني فرنگي,سنگ,0,0,0,0,0,0,0,0,10332587
1,150,3,1.0,هایگلاس,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10255827
5,160,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10204718
3,171,3,1.0,چوبي,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10354676
4,290,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10354679
5,120,2,1.0,MDF,ايراني فرنگي,لامنيت,1,0,1,1,0,0,0,1,10354683
5,120,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10276648
1,98,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10334414
1,86,2,1.0,MDF,ايراني فرنگي,کفپوش,1,0,1,1,0,0,0,1,10354688
4,88,2,1.0,MDF,ايرانی,سراميک,0,0,0,0,0,0,0,0,10001295
2,100,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10354696
5,125,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10354697
1,62,1,1.0,MDF,ايراني فرنگي,سراميک,0,0,0,0,0,0,1,0,10253593
همكف,67,1,1.0,MDF,فرنگی,سراميک,1,0,1,1,0,0,1,0,10348846
1,86,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10263949
3,63,1,1.0,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10354699
2,52,1,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,1,10333436
12,95,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10162040
5,112,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10354703
5,63,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10348742
3,210,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10149714
2,40,1,1.0,MDF,ايرانی,موزائيک,0,0,0,0,0,0,0,0,10262464
3,100,2,1.0,MDF,ايراني فرنگي,سنگ سراميک,1,0,1,1,0,0,0,1,10276357
1,59,1,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10180849
2,60,1,1.0,MDF,ايرانی,سنگ,1,0,1,0,0,0,0,1,10354706
1,95,1,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10187596
3,52,1,1.0,MDF,ايراني فرنگي,لامنيت,1,0,1,0,0,0,1,0,10205646
1,124,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10268338
5,65,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10265691
5,106,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10252440
1,68,1,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10202796
5,67,1,1.0,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,1,10260222
زیرهمكف,75,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10274751
زیرهمكف,60,1,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,0,10250707
2,58,1,1.0,چوبي,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10002878
4,75,2,1.0,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10275308
4,102,2,1.0,فلزي,ايرانی,سراميک,1,0,0,1,0,0,0,0,2488675
5,55,1,1.0,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10275787
زیرهمكف,47,1,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10275785
2,62,1,1.0,MDF,ايرانی,سراميک,0,0,1,1,0,0,1,0,10333334
1,87,2,1.0,MDF,ايراني فرنگي,سراميک,0,0,1,1,0,0,0,0,10163729
2,56,1,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10275173
1,106,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10266071
3,153,3,1.0,چوبي,ايراني فرنگي,سنگ,0,0,0,0,0,0,0,0,10175733
1,93,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,3824923
2,73,2,2.0,هایگلاس,ايرانی,سراميک,1,0,1,1,0,0,0,1,10275617
3,60,1,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10273841
2,104,2,1.0,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10205061
4,67,1,1.0,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10150782
3,77,2,1.0,MDF,ايرانی,سنگ,0,0,1,1,0,0,1,1,10181416
3,100,2,0.0,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10354725
4,60,2,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10125159
6,103,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10354726
5,130,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10150104
1,43,1,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10350104
4,41,1,1.0,MDF,ايرانی,سراميک,1,0,0,0,0,0,1,0,10354727
3,73,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10334506
3,65,1,1.0,فلزي,ايرانی,موکت,1,0,0,0,0,0,0,1,10265705
8,103,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10354730
6,72,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,1,10348254
4,49,1,1.0,MDF,ايرانی,سنگ,1,0,1,0,0,0,1,0,10354731
1,84,2,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10354734
2,120,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10354738
4,141,3,1.0,چوبي,ايرانی,سراميک,1,0,1,0,0,0,0,1,10354739
4,90,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,0,10352732
4,90,2,1.0,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10354743
4,57,2,1.0,MDF,ايرانی,پارکت,1,0,1,1,0,0,0,1,10354744
4,62,1,1.0,MDF,ايرانی,سنگ,1,0,0,0,0,0,0,0,10336454
3,109,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10354745
4,120,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10354747
6,138,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,1,0,0,1,10354748
3,53,1,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10354751
1,127,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10354752
1,101,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10268613
همكف,186,4,3.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,1,1,0,10275629
1,100,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10268494
2,212,3,2.0,MDF,ايراني فرنگي,سراميک,0,0,0,0,0,0,0,0,10265646
2,65,1,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,1,10333192
1,95,2,1.0,MDF,ايراني فرنگي,سنگ,0,0,1,1,0,0,0,0,10354758
2,64,2,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10298952
2,70,1,1.0,MDF,ايرانی,موزائيک,1,0,1,0,0,0,1,0,10322206
5,116,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10335879
5,75,2,1.0,MDF,ايرانی,سراميک,1,0,1,1,1,1,0,0,10354760
4,73,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10352232
2,120,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10299082
1,138,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10150358
3,174,3,1.0,MDF,ايراني فرنگي,موزائيک,1,0,0,1,0,0,0,1,10104494
همكف,40,1,1.0,MDF,فرنگی,سنگ,1,0,0,0,0,0,1,0,10241695
1,235,3,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10265783
2,106,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10354777
2,105,3,1.0,نيمه مبله,ايراني فرنگي,پارکت,0,0,1,0,0,0,1,0,10296916
4,72,2,1.0,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,0,0,1,10334969
2,105,2,1.0,MDF,ايراني فرنگي,سراميک,0,0,0,0,0,0,0,0,10354778
2,127,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10354779
5,87,2,1.0,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10354782
1,136,3,1.0,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,3787556
2,54,1,1.0,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10354783
5,102,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,1,0,0,0,10184576
3,125,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,3996209
3,103,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10354784
4,178,3,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10258290
همكف,132,2,1.0,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,1,10126112
1,136,2,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10300813
2,184,3,1.0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10241000
