Unnamed: 0,کد ملک,تاریخ,آدرس,زیربنا,طبقه,سن بنا,قیمت واحد,قیمت کل
,10332483,1403/04/18,دروازه شمیران نرسیده به خ زرین خامه,160,2,30,100000000,16000000000
,3973836,1403/04/18,شهید عراقی خ ملكی نسب,126,2,0,230000000,28980000000
,10349336,1403/04/18,نامجو خ سلمان فارسی,55,4,3,78181000,4300000000
,10349329,1403/04/18,میرداماد خ نفت,78,2,0,230000000,17940000000
,10349325,1403/04/18,بلوارفردوس شرق خ ولیعصر,129,1,10,115000000,14835000000
,10349323,1403/04/18,بزرگراه محلاتی خ كیانی,34,1,15,64705000,2200000000
,10250719,1403/04/18,بلوارفردوس غرب خ شقایق جنوبی,123,1,7,115040000,14150000000
,3231690,1403/04/18,لویزان خ فرشادی,65,1,20,103076000,6700000000
,10183118,1403/04/18,جشنواره خ سیری,90,3,2,51110000,4600000000
,10349314,1403/04/18,تهران پارس خ 180,175,1,7,114280000,20000000000
,10349307,1403/04/18,نبرد جنوبی خ اقاجانلو,70,4,23,52142000,3650000000
,10246081,1403/04/18,اتوبان بابایی جنب شهرك بهشتی,90,2,10,105555000,9500000000
,10103866,1403/04/18,نیاوران حصارك,300,3,0,600000000,180000000000
,10349302,1403/04/18,بزرگراه محلاتی خ میثم,95,4,22,47368000,4500000000
,10349301,1403/04/18,ستارخان خ شادمان,73,4,21,94520000,6900000000
,10349300,1403/04/18,طرشت خ سلطان محمدی,138,1,9,110000000,15180000000
,10349298,1403/04/18,دریان نو خ 10,93,2,30,85000000,7905000000
,10349296,1403/04/18,شهر آرا خ پاتریس لومومبا,141,1,9,131200000,18500000000
,10349294,1403/04/18,هفده شهریور نرسیده به خ سعیدی,57,3,13,60520000,3450000000
,10176025,1403/04/18,شمس آباد میدان ملت,88,5,4,113636000,10000000000
,10275811,1403/04/18,تهرانپارس پروین خ 212,61,3,7,83600000,5100000000
,10175470,1403/04/18,شمس آباد بلوار بیژن,92,5,7,92391000,8500000000
,10349293,1403/04/18,بلوار ابوذر جنوبی خ ربذه شمالی,69,3,17,86956000,6000000000
,10349290,1403/04/18,بزرگراه محلاتی خ شاه ابادی,57,1,7,67543000,3850000000
,10349289,1403/04/18,مجیدیه جنوبی ك حاجی پور,45,1,19,84444000,3800000000
,10349288,1403/04/18,طرشت بلوار صالحی,75,2,21,86660000,6500000000
,10349286,1403/04/18,بلوار ابوذر جنوبی خ آقاجانلو,67,3,20,64179000,4300000000
,10349283,1403/04/18,پیروزی خ مخبر شمالی,48,3,22,55000000,2640000000
,10131147,1403/04/18,توانیر نظامی گنجوی,145,3,25,120689000,17500000000
,10301485,1403/04/18,تهران پارس بین زرین و باقری,187,5,2,160420000,30000000000
,10349258,1403/04/18,شریعتی جنب سینما ایران,135,2,7,68148000,9200000000
,3458420,1403/04/18,سعادت آباد روبروی شهروند خ هفدهم,93,4,20,135000000,12555000000
,3739101,1403/04/18,سعادت آباد شهرك مخابرات,114,2,29,127192000,14500000000
,10349248,1403/04/18,تهران پارس استخر خ فراهانی,78,2,4,93580000,7300000000
,10349241,1403/04/18,تهران پارس بین 105وباقری,70,1,19,85710000,6000000000
,10349237,1403/04/18,تهران پارس خ استخر خ فراهانی خ رجایی,83,2,1,86740000,7200000000
,10145711,1403/04/18,تهرانپارس غربی فلكه سوم خ امیر توكل,115,4,30,86950000,10000000000
,10125250,1403/04/18,تهران پارس بلوار پروین شهرك شاهد,120,3,3,79160000,9500000000
,10243540,1403/04/18,زعفرانیه خ آصف,96,2,0,239583000,23000000000
,10349232,1403/04/18,شهرآراء خ آرش غربی,57,2,30,112280000,6400000000
,10349231,1403/04/18,پیروزی خ پاسدارگمنام,52,2,12,61538000,3200000000
,10300148,1403/04/18,پونك ایران زمین شمالی,69,1,9,139130000,9600000000
,10349222,1403/04/18,معلم خ گوهری,78,1,30,75000000,5850000000
,10300522,1403/04/18,ستاری خ زیتون,97,2,2,126804000,12300000000
,10349211,1403/04/18,دربند امامزاده قاسم,85,2,27,141176000,12000000000
,10255662,1403/04/18,نظام آباد خ مدنی جنوبی ایستگاه كهن,135,4,1,85000000,11475000000
,10250712,1403/04/18,آیت الله كاشانی سازمان برنامه شمالی,120,2,16,108333000,13000000000
,10349181,1403/04/18,قنات كوثر بلوار استقلال خ گلستان,60,3,23,85000000,5100000000
,10349170,1403/04/18,نارمك هفت حوض خ مرجان,107,4,11,135514000,14500000000
,10349147,1403/04/18,نارمك خ سمنگان,84,2,14,102380000,8600000000
,10247123,1403/04/18,نارمك خ آیت,62,2,0,112900000,7000000000
,10220024,1403/04/18,نارمك میدان نبوت,84,2,30,67857000,5700000000
,10204579,1403/04/18,فرجام خ حیدرخانی,104,1,22,85000000,8840000000
,10349146,1403/04/18,نارمك میدان 29,73,1,0,130136000,9500000000
,3975040,1403/04/18,اختیاریه جنوبی نرسیده به خ محسنیان,114,1,15,118421000,13500000000
,10349145,1403/04/18,دارآباد خ پورابتهاج,68,2,8,144117000,9800000000
,10349143,1403/04/18,بزرگراه ارتش شهرك لاله,93,5,7,172043000,16000000000
,10117332,1403/04/18,نارمك خ مدائن,90,4,20,100000000,9000000000
,3891095,1403/04/18,فرجام میدان 57,68,5,15,91176000,6200000000
,10349142,1403/04/18,ازگل خ گلستان,115,8,7,178000000,20470000000
,10128363,1403/04/18,نظام آباد خ مدنی شمالی ك آهن دوست,61,1,5,71311000,4350000000
,10349139,1403/04/18,مجیدیه شمالی نرسیده به خ علی بخشی,47,2,30,70212000,3300000000
,10349137,1403/04/18,مجیدیه جنوبی استاد حسن بنا خ صالحی,70,4,27,71428000,5000000000
,10349134,1403/04/18,شمس آباد بلوار بیژن,57,1,20,94736000,5400000000
,10349131,1403/04/18,سعادت آباد بلوار سرو شرقی,83,5,6,181927000,15100000000
,10349127,1403/04/18,تهرانپارس اردیبهشت شمالی,95,3,23,78940000,7500000000
,10349115,1403/04/18,تهرانپارس خ 160غربی,121,1,15,123960000,15000000000
,10301128,1403/04/18,تهران پارس بین باقری و اردیبهشت,74,5,5,94590000,7000000000
,10349109,1403/04/18,حكیمیه خ سازمان آب,101,1,20,78210000,7900000000
,10349106,1403/04/18,دارآباد نرسیده به بیمارستان مسیح دانشوری,80,1,4,116250000,9300000000
,10349105,1403/04/18,سبلان شمالی محسن آزادی خ مطلب نژاد,83,3,0,78915000,6550000000
,10349103,1403/04/18,هنگام شمیران نو خ 20متری شهدا,106,2,18,55660000,5900000000
,10349101,1403/04/18,سبلان جنوبی نرسیده به ك كوهستانی,58,3,12,53448000,3100000000
,10349092,1403/04/18,بزرگراه رسالت كرمان خ زرین قبائی,50,3,0,108000000,5400000000
,10349091,1403/04/18,سراج 15متری گلها,50,3,20,68000000,3400000000
,10349089,1403/04/18,بزرگراه رسالت كرمان جنوبی,102,2,11,93130000,9500000000
,10349085,1403/04/18,فرجام غربی خ حیدرخانی,54,1,21,76850000,4150000000
,10349084,1403/04/18,سراج خ والائیان شمالی,49,2,23,75000000,3675000000
,10349083,1403/04/18,دلاوران تكاوران شمالی,58,2,17,79310000,4600000000
,10265437,1403/04/18,فرجام غربی خ عبادی,133,5,6,107510000,14300000000
,3993794,1403/04/18,فرجام خ حیدرخانی,67,1,10,91490000,6130000000
,10299361,1403/04/17,امیرآباد كارگر شمالی نرسیده به گمنام,178,2,18,109550000,19500000000
,10298629,1403/04/17,یوسف آباد خ اسد آبادی,192,1,3,192187000,36900000000
,10349080,1403/04/17,میدان فتح خ رجبی,47,1,11,53191000,2500000000
,10268229,1403/04/17,كریم خان خ خردمند جنوبی,60,1,8,120000000,7200000000
,10349070,1403/04/17,اشرفی اصفهانی خ فكوری خ امام رضا,100,3,2,120000000,12000000000
,10264544,1403/04/17,اشرفی اصفهانی پیامبر شرقی,70,1,12,135000000,9450000000
,3145425,1403/04/17,نیروی دریائی كوی اشرفی,77,5,16,90000000,6930000000
,10349060,1403/04/17,تهران پارس بین گیو و كادوس,60,1,15,100000000,6000000000
,10348113,1403/04/17,جشنواره چهارراه اشراق خ محمدی,62,3,24,74190000,4600000000
,10276178,1403/04/17,وحیدیه(داوودی) نرسیده به آبیاری,91,3,18,58241000,5300000000
,10248668,1403/04/17,شمس آباد خ شهید كرد,130,2,30,120000000,15600000000
,10349057,1403/04/17,تهران پارس خ استخر,69,4,14,85500000,5900000000
,10262730,1403/04/17,نارمك خ رودباری,75,4,11,96000000,7200000000
,10347476,1403/04/17,فرجام میدان 100 خ 41,127,4,0,125980000,16000000000
,10349054,1403/04/17,هروی حسین اباد خ افتخاریان,175,4,18,122857000,21500000000
,10257237,1403/04/17,گلبرگ غربی خ صفایی,42,4,5,80000000,3360000000
,10272770,1403/04/17,شهر زیبا آلاله شرقی,111,4,23,68468000,7600000000
,10322208,1403/04/17,هنگام شمیران نو,50,همكف,5,32400000,1620000000
,10297052,1403/04/17,نارمك میدان 94,106,1,30,90566000,9600000000
,10275435,1403/04/17,سراج كوچه گمنام,64,4,14,75780000,4850000000
,10297429,1403/04/17,مجیدیه جنوبی خ اثنی عشری,65,4,8,89230000,5800000000
,10297468,1403/04/17,پیروزی بلوار ابوذر بین پل اول و دوم,61,2,20,70491000,4300000000
,10299846,1403/04/17,نارمك خ غیاثی پور,48,5,11,93750000,4500000000
,10297678,1403/04/17,نیرو هوایی خ 30متری,125,1,0,95000000,11875000000
,10265254,1403/04/17,پیروزی نرسیده به پادگان نیرو هوائی,72,2,10,112500000,8100000000
,10219784,1403/04/17,گلبرگ غربی خ اثنی عشری,105,3,4,90476000,9500000000
,10349043,1403/04/17,تهران پارس ك توكل,52,4,18,65380000,3400000000
,10203767,1403/04/17,پیروزی خ پرستار شمالی بالاتر از میدان 13 آبان,107,3,10,90654000,9700000000
,10297797,1403/04/17,پیروزی چهارصددستگاه,65,3,12,76923000,5000000000
,10349037,1403/04/17,تهران پارس فلكه 3 خ طاهری,72,2,20,102770000,7400000000
,10132538,1403/04/17,مفتح جنوبی خ زركش,66,7,4,136363000,9000000000
,10187877,1403/04/17,تهران پارس بلوارپروین بین 133و135,58,4,13,76720000,4450000000
,10349029,1403/04/17,تهرانپارس خ استقلال 20 متری بوستان,78,5,7,91000000,7098000000
,10349027,1403/04/17,تهران پارس خ استخر,64,3,15,85930000,5500000000
,10297574,1403/04/17,پلیس خ كلیم كاشانی,49,2,23,84081000,4120000000
,10349023,1403/04/17,تهران پارس رسالت,66,3,30,92420000,6100000000
,10186829,1403/04/17,اتوبان بابایی شهرك شهید بهشتی,100,4,1,85000000,8500000000
,10121562,1403/04/17,گیشا نبش بلوچستان,110,1,22,133636000,14700000000
,10349017,1403/04/17,تهران پارس خ 118,66,4,16,99240000,6550000000
,10349016,1403/04/17,سعادت آباد خ بخشایش,115,همكف,27,120000000,13800000000
,10349015,1403/04/17,تهران پارس ك 154,135,8,20,124440000,16800000000
,10266552,1403/04/17,وحیدیه نرسیده به ك كاهكوند,62,2,6,67741000,4200000000
,10249509,1403/04/17,نظام آباد خ مدنی شمالی خ قاسمی,54,4,20,64814000,3500000000
,10349008,1403/04/17,اتوبان بابایی شهرك البرز,90,4,6,85550000,7700000000
,3713817,1403/04/17,دولت خ آقامیری,143,مختلف,0,200000000,28600000000
,10349005,1403/04/17,گیشا نرسیده به خ 31,80,4,30,111250000,8900000000
,10268057,1403/04/17,تهرانپارس خ 150,82,5,16,103650000,8500000000
,10348977,1403/04/17,اتوبان بابایی شهرك البرز,90,3,6,94440000,8500000000
,10334104,1403/04/17,حكیمیه نگارستان,55,4,0,102720000,5650000000
,10348976,1403/04/17,آزادی ابتدای جمالزاده جنوبی,57,5,8,107000000,6099000000
,10261834,1403/04/17,فرجام غربی خ برادران باقری,130,2,0,100000000,13000000000
,3839031,1403/04/17,تهرانپارس خ استخر,95,4,1,105000000,9975000000
,10271483,1403/04/17,فرمانیه خ سلیمی شمالی,170,1,13,185000000,31450000000
,10348970,1403/04/17,تهران پارس خ سجده ای جنوبی,58,2,15,86200000,5000000000
,10348967,1403/04/17,طرشت خ حبیب زادگان,91,2,17,92307000,8400000000
,10348966,1403/04/17,ستارخان خ پاك شمالی,150,2,10,116666000,17500000000
,10132654,1403/04/17,اوین خ هشترودی,150,3,0,200000000,30000000000
,10348959,1403/04/17,اتوبان بابایی شهرك كوثر,125,3,15,64000000,8000000000
,10348943,1403/04/17,جشنواره خ زهدی,56,4,19,54030000,3026000000
,10348634,1403/04/17,اقدسیه نارنجستان,446,7,15,224215000,100000000000
,10348937,1403/04/17,زنجان جنوبی خ بهنود,65,2,15,70461000,4580000000
,10348919,1403/04/17,نارمك خ غیاثی,63,1,13,84126000,5300000000
,10348918,1403/04/17,هنگام الغدیر,60,1,21,70000000,4200000000
,10348917,1403/04/17,سبلان شمالی نرسیده به 8 متری ولیعصر,67,1,26,67164000,4500000000
,10348916,1403/04/17,هنگام نرسیده به خ طاهرخانی,50,1,15,128000000,6400000000
,10348915,1403/04/17,گلبرگ غربی خ گلستان,62,4,10,83870000,5200000000
,10348913,1403/04/17,نارمك میدان 8,69,4,17,97101000,6700000000
,10348909,1403/04/17,وحیدیه خ گلشن دوست,50,6,8,76000000,3800000000
,10348907,1403/04/17,گلبرگ غربی خ ابراهیم نژاد,90,5,0,90000000,8100000000
,10348905,1403/04/17,جمالزاده شمالی ك یزدان شناس,95,1,30,73684000,7000000000
,10348897,1403/04/17,گلبرگ غربی خ كرمان,90,3,30,57777000,5200000000
,10268382,1403/04/17,فرجام خ حیدرخانی,43,3,17,75581000,3250000000
,10256525,1403/04/17,گلبرگ غربی خ مدنی شمالی,51,4,12,76470000,3900000000
,10254951,1403/04/17,گلبرگ غربی خ صفایی,88,1,4,85227000,7500000000
,10253493,1403/04/17,نارمك خ غیاثی پور,111,3,3,117117000,13000000000
,10348884,1403/04/17,بلوار ابوذر جنوبی خ بهشتی,74,1,19,67567000,5000000000
,10348880,1403/04/17,جشنواره میدان رهبر جنب پارك بهزادی,50,1,17,46000000,2300000000
,10348863,1403/04/17,تهرانپارس خ 216,75,3,20,75000000,5625000000
,10348860,1403/04/17,تهرانپارس خ 218,82,2,18,80000000,6560000000
,10348852,1403/04/17,جنت آباد جنوبی خ لاله غربی,118,2,3,133050000,15700000000
,10077755,1403/04/17,اقدسیه خ علیخانی,90,1,8,177777000,16000000000
,10348841,1403/04/17,صادقیه خ خسرو جنوبی,95,1,22,94736000,9000000000
,10348840,1403/04/17,شمس آباد خ ریحانی,90,2,8,130000000,11700000000
,10348832,1403/04/17,مجیدیه جنوبی استاد حسن بنا,62,4,30,70000000,4340000000
,10348828,1403/04/17,دبستان ك موسوی,53,2,23,94339000,5000000000
,10347545,1403/04/17,نظام آباد خ مدنی جنوبی,70,4,1,70000000,4900000000
,10348825,1403/04/17,بزرگراه محلاتی خ مخبری جنوبی,34,3,14,70588000,2400000000
,10348824,1403/04/17,شمس اباد خ هدایتی,51,1,16,105882000,5400000000
,10348816,1403/04/17,حكیمیه بلوار بابائیان,110,4,30,68180000,7500000000
,10348815,1403/04/17,تهرانپارس فلكه دوم بین عادل و زرین,93,3,20,91390000,8500000000
,10347247,1403/04/17,تهران پارس بلوار پروین خ 212,53,1,10,103770000,5500000000
,10348810,1403/04/17,تهرانپارس خ 196غربی كوچه 202,115,4,1,110000000,12650000000
,10348809,1403/04/17,خ دماوند خ یونسیان,54,1,11,85740000,4630000000
,3227451,1403/04/17,بنی هاشم بالاتراز ك خرمیان,64,2,10,100000000,6400000000
,10348803,1403/04/17,هنگام شمیران نو,85,3,3,76470000,6500000000
,10348802,1403/04/17,پیروزی 100دستگاخ خ نظری,80,2,8,87375000,6990000000
,10348800,1403/04/17,هنگام شمیران نو,68,2,10,50000000,3400000000
,10348799,1403/04/17,پیروزی خ پرواز,50,4,3,90000000,4500000000
,10348798,1403/04/17,تهرانپارس بلوار پروین بین 133و131,78,3,6,78840000,6150000000
,10205929,1403/04/17,تهرانپارس خ استخر,110,3,5,110000000,12100000000
,10163271,1403/04/17,اتوبان بابایی شهرك شهید بهشتی,140,3,19,78570000,11000000000
,10348790,1403/04/17,تهران نو بالاتراز خ شورا,70,2,18,85714000,6000000000
,10348784,1403/04/17,تهرانپارس 210,58,3,14,86200000,5000000000
,10348774,1403/04/17,دلاوران خ آزادگان شمالی,114,1,0,85080000,9700000000
,10348768,1403/04/17,فرجام غربی خ حیدرخانی,104,3,17,82690000,8600000000
,10348765,1403/04/17,قنات كوثر ك پنجم,98,1,11,88770000,8700000000
,10348763,1403/04/17,بلوارمرزداران خ سپهر,115,5,2,230000000,26450000000
,10348759,1403/04/17,سبلان شمالی خ حیدری,38,4,0,100000000,3800000000
,10348758,1403/04/17,میرداماد نرسیده به ك تبریزیان,164,1,30,143292000,23500000000
,10348757,1403/04/17,ظفر خ گوی آبادی,102,همكف,18,109803000,11200000000
,10333747,1403/04/16,تهران پارس فلكه 3 خ 196 غربی,87,1,4,114940000,10000000000
,10296606,1403/04/16,مجیدیه جنوبی خ خضری,73,3,30,89041000,6500000000
,10247593,1403/04/16,مجیدیه جنوبی خ استاد حسن بنا,125,1,1,95000000,11875000000
,3855069,1403/04/16,خواجه عبدالله خ چگینی,112,1,26,111607000,12500000000
,10204349,1403/04/16,سعادت آباد خ صرافهای جنوبی,132,1,9,180000000,23760000000
,10297031,1403/04/16,میدان امام حسین خ منتظری,50,2,16,74000000,3700000000
,3993344,1403/04/16,سبلان جنوبی نرسیده به ك 10 متری شكوفه,80,3,24,100000000,8000000000
,10269570,1403/04/16,نظام آباد خ مدنی جنوبی,63,همكف,30,53174000,3350000000
,10201318,1403/04/16,خواجه نصیر خ سرباز,70,1,10,82857000,5800000000
,10297376,1403/04/16,محمودیه خ بهمن,126,4,20,186507000,23500000000
,10297243,1403/04/16,صادقیه خ خسرو شمالی,140,3,30,125000000,17500000000
,10348730,1403/04/16,پیروزی خ شكوفه,80,3,30,48125000,3850000000
,10040098,1403/04/16,هنگام شمیران نو,65,3,2,42300000,2750000000
,10266710,1403/04/16,قنات كوثر ك چهارم,64,1,17,85930000,5500000000
,10267039,1403/04/16,سراج روبروی بانك تجارت,65,4,8,89230000,5800000000
,10205211,1403/04/16,هنگام ك شهید كریمی,88,2,12,79545000,7000000000
,10123227,1403/04/16,جشنواره خ احسان,111,3,6,61260000,6800000000
,10332310,1403/04/16,مجیدیه شمالی استاد حسن بنا شمالی,95,4,0,115789000,11000000000
,10273953,1403/04/16,تهرانپارس شهرك پارس,140,6,13,103570000,14500000000
,10332773,1403/04/16,حكیمیه میدان فجر,75,همكف,10,77330000,5800000000
,10297127,1403/04/16,انتهای همت غرب شهرك آفتاب,177,1,0,112146000,19850000000
,10270841,1403/04/16,جشنواره خ زهدی خ زمرد,67,2,9,62680000,4200000000
,10348701,1403/04/16,شهرری امین آباد خیابان سلیمانی,95,1,1,30000000,2850000000
,10273075,1403/04/16,تهرانپارس خ 220,66,زیرهمكف,23,62120000,4100000000
,10270411,1403/04/16,تهرانپارس فلكه سوم,90,3,14,138880000,12500000000
,3906543,1403/04/16,تهران پارس خ سازمان گوشت خ وفادار شرقی,78,2,19,64100000,5000000000
,10128610,1403/04/16,سعادت آباد خ علامه شمالی,115,6,24,125000000,14375000000
,10348695,1403/04/16,جشنواره خ امین,72,5,1,40970000,2950000000
,10348693,1403/04/16,اتوبان بابایی شهرك بهشتی,100,4,1,88000000,8800000000
,10348692,1403/04/16,فرجام خ باقری فرجام خ باقری,38,1,26,100000000,3800000000
,3432029,1403/04/16,ولیعصر نرسیده به میدان ولیعصر,130,3,0,145000000,18850000000
,10263858,1403/04/16,مجیدیه شمالی خ 16 متری اول شمالی,141,2,16,88652000,12500000000
,10244830,1403/04/16,نارمك خ ثانی,70,4,20,71428000,5000000000
,10348685,1403/04/16,تهران پارس بلوار پروین خ 208,72,1,17,85000000,6120000000
,10348682,1403/04/16,تهران پارس بین رشید و زرین,156,5,9,129480000,20200000000
,10219258,1403/04/16,تهرانپارس غربی خ ایزدپناه,102,5,1,117640000,12000000000
,10299326,1403/04/16,گلبرگ شرقی خ دردشت,84,2,20,86904000,7300000000
,10299055,1403/04/16,نارمك خ سهیلیان,73,3,20,90410000,6600000000
,10298675,1403/04/16,مینی سیتی شهرك محلاتی,105,6,12,119047000,12500000000
,10298580,1403/04/16,نارمك میدان 19,117,3,2,132478000,15500000000
,10258384,1403/04/16,نارمك میدان 70,97,4,0,145000000,14065000000
,10298928,1403/04/16,نارمك خ سهیلیان,97,4,15,92783000,9000000000
,3843223,1403/04/16,جشنواره خ درختی,68,1,20,64700000,4400000000
,10133043,1403/04/16,شریعتی نرسیده به تجریش,123,2,22,126016000,15500000000
,10334693,1403/04/16,نظام آباد خ مدنی جنوبی خ بخشی فرد,55,همكف,27,51818000,2850000000
,10333746,1403/04/16,سبلان شمالی خ طاهری,100,5,3,82000000,8200000000
,10124455,1403/04/16,پلیس خ ادیبی,93,5,3,107526000,10000000000
,10242008,1403/04/16,خواجه عبداله ك 13,115,1,0,217391000,25000000000
,10348670,1403/04/16,سوهانك خ سوهانی,84,4,18,135714000,11400000000
,10348669,1403/04/16,قیطریه میدان كتابی,122,1,30,150000000,18300000000
,10129472,1403/04/16,تهرانپارس بلوار پروین خ 212,50,3,6,70000000,3500000000
,10128866,1403/04/16,اشرفی اصفهانی نرسیده به سازمان آب,110,1,0,130000000,14300000000
,10270445,1403/04/16,هروی بالاتراز خ 12,150,4,1,110000000,16500000000
,10269271,1403/04/16,دروس خ فكوریان,210,4,5,252380000,53000000000
,10257426,1403/04/16,شهرك اكباتان فاز 2,171,7,30,93567000,16000000000
,10244868,1403/04/16,تهران پارس خ توحید,75,4,23,75000000,5625000000
,10125546,1403/04/16,نارمك نرسیده به چهارراه تلفنخانه,63,4,18,90000000,5670000000
,10243934,1403/04/16,اختیاریه شمالی نرسیده به بانك پاسارگاد,142,2,19,126000000,17892000000
,10076818,1403/04/16,الهیه خ اخگری,132,4,16,189393000,25000000000
,10270953,1403/04/16,حكیمیه بلوار باباییان,132,6,2,85000000,11220000000
,10274139,1403/04/16,خواجه نصیر میدان سپاه خ شهید حاتمی,100,4,0,90000000,9000000000
,10182696,1403/04/16,بزرگراه محلاتی خ میثم خ كیانی,58,2,17,60000000,3480000000
,10243707,1403/04/16,خواجه نظام خ اجاره دار خ ارامنه,63,همكف,30,61904000,3900000000
,10120858,1403/04/16,خواجه نصیر سه راه طالقانی,150,3,30,68000000,10200000000
,10177072,1403/04/16,كمیل نرسیده به سه راه رودكی,72,4,28,48610000,3500000000
,10348636,1403/04/16,جمالزاده خ نصرت,50,1,30,150000000,13500000000
,10348632,1403/04/16,جشنواره خ احسان خ نوزدهم,50,2,0,46000000,2300000000
,10348631,1403/04/16,جشنواره میدان رهبر خ بهار آزادی,38,3,10,40780000,1550000000
,10270535,1403/04/16,نارمك خ آیت,69,1,25,78260000,5400000000
,10175579,1403/04/16,وحیدیه زركش,81,4,30,51851000,4200000000
,10269542,1403/04/16,شهرك اكباتان فاز یك,68,8,30,169117000,11500000000
,10258506,1403/04/16,ونك خ عطا,219,4,30,130000000,28470000000
,10247863,1403/04/16,آیت الله كاشانی بلوار اباذر,117,5,16,110940000,12980000000
,10242025,1403/04/16,دارآباد خ پورابتهاج,164,3,6,167682000,27500000000
,10270833,1403/04/16,فرجام بلوار اردیبهشت,108,3,30,101850000,11000000000
,3857181,1403/04/16,سراج تقاطع اردیبهشت,50,2,8,90000000,4500000000
,10348622,1403/04/14,پیروزی پایین تر از پل سوم بلوار ابوذر,70,3,20,78571000,5500000000
,10348616,1403/04/14,پیچ شمیران خ روشندلان,100,2,30,49000000,4900000000
,10335376,1403/04/14,تهرانپارس خ استخر,60,زیرهمكف,17,33330000,2000000000
,10348605,1403/04/14,تهران پارس بین مظفری و بلوار,68,3,23,82350000,5600000000
,10348604,1403/04/14,تهران پارس بین بلوار و گیو,55,1,18,85450000,4700000000
,10132346,1403/04/14,تهرانپارس بلوار پروین تقاطع 133و135,78,2,23,58970000,4600000000
,10259008,1403/04/14,شمس اباد خ شهید كرد,94,1,3,90425000,8500000000
,10348593,1403/04/14,خواجه نصیر خ سرباز,51,2,26,64705000,3300000000
,10348589,1403/04/14,تهران پارس فلكه 3 خ مظفری,85,3,21,69410000,5900000000
,10348585,1403/04/14,خواجه نصیر خ آمل,101,2,30,76237000,7700000000
,10348579,1403/04/14,ستاری شمالی خلیل آبادی,64,همكف,16,114062000,7300000000
,10276431,1403/04/14,پیروزی خ افراسیابی,47,2,12,87234000,4100000000
,10296931,1403/04/14,بنی هاشم خ رحیمی,72,مختلف,0,120000000,8640000000
,10348564,1403/04/14,تهران پارس خ 196 غربی,62,همكف,23,77410000,4800000000
,10297181,1403/04/14,مجیدیه شمالی خ 16متری اول,99,1,6,91919000,9100000000
,10348562,1403/04/14,تهران پارس بلوار پروین خ 133,53,4,18,66030000,3500000000
,10348560,1403/04/14,تهران پارس خ استخر,65,5,14,80000000,5200000000
,10256395,1403/04/14,شمس آباد میدان ملت,107,1,15,105000000,11235000000
,10041377,1403/04/14,نارمك میدان 61,60,1,18,105000000,6300000000
,10254492,1403/04/14,تهرانپارس فلكه اول,99,3,20,105550000,10450000000
,10348549,1403/04/14,جشنواره خ زهدی,50,3,25,56000000,2800000000
,10348545,1403/04/14,پیروزی خ صفا غربی,41,3,18,64634000,2650000000
,10348544,1403/04/14,چیتگر خ سرو آزاد,126,1,17,87301000,11000000000
,10348543,1403/04/14,شاداباد خ الغدیر,47,4,18,46808000,2200000000
,10348542,1403/04/14,دلاوران آزادگان,85,2,8,80000000,6800000000
,10348535,1403/04/14,پیروزی خ كرمان,65,همكف,28,53846000,3500000000
,10348530,1403/04/14,بلوار ابوذر جنوبی پل ششم,64,3,23,53125000,3400000000
,10348526,1403/04/14,پیروزی خ پورعبدی,55,3,30,44545000,2450000000
,10297694,1403/04/14,تهرانپارس بلوار پروین شهرك شاهد,71,4,23,59850000,4250000000
,10272278,1403/04/14,نظام آباد خ مدنی جنوبی ك نظری,63,2,7,68253000,4300000000
,10270439,1403/04/14,تهرانپارس خ 111,145,1,21,100000000,14500000000
,10348499,1403/04/14,بنی هاشم كوچه لقمانی,67,2,30,79104000,5300000000
,10241700,1403/04/14,هفت تیر خ بهار شمالی خ جواد كارگر ك جهان,73,3,30,71232000,5200000000
,10348495,1403/04/14,گیشا خ 35,93,4,1,177410000,16500000000
,10348484,1403/04/14,سراج گمنام,71,4,10,67600000,4800000000
,10271963,1403/04/14,اكباتان بیمه سوم,82,4,26,73170000,6000000000
,10007001,1403/04/14,هنگام شمیران نو,75,2,16,38000000,2850000000
,10348454,1403/04/14,وحیدیه خ گلشن دوست,98,1,0,78000000,7644000000
,10348448,1403/04/14,نظام آباد خ مدنی جنوبی,48,2,13,64583000,3100000000
,10261855,1403/04/14,دروس خ صالح حسینی,151,1,10,225165000,34000000000
,10348432,1403/04/14,گلبرگ غربی خ شهید حیدری,54,1,7,70370000,3800000000
,10348429,1403/04/14,نارمك خ ثانی,60,3,5,89000000,5340000000
,10262600,1403/04/14,نارمك خ ثانی,55,زیرهمكف,26,58181000,3200000000
,10259681,1403/04/14,گلبرگ شرقی خ دردشت,58,3,20,86200000,5000000000
,10199753,1403/04/14,نارمك خ سمنگان,53,2,24,77358000,4100000000
,10263928,1403/04/14,نارمك خ مدائن,60,1,20,86666000,5200000000
,10134236,1403/04/14,نارمك خ ثانی,67,4,13,82089000,5500000000
,10348417,1403/04/14,مجیدیه جنوبی خ همائی,81,3,9,90123000,7300000000
,10348416,1403/04/14,طرشت بلوار صالحی خ ولدخانی,94,2,24,77659000,7300000000
,10164825,1403/04/14,خواجه نصیر خ سرباز,110,4,0,120000000,13200000000
,10348402,1403/04/14,دربند باغ شاطر ك فاخری,150,4,18,153333000,23000000000
