Unnamed: 0,کد ملک,تاریخ,آدرس,زیربنا,طبقه,سن بنا,قیمت واحد,قیمت کل
,10449804,1403/06/17,دریان نو نرسیده به خ پنجم,88,2,30,93181000,8200000000
,10449803,1403/06/17,تهران پارس خ ضرغامی شرقی,53,3,17,66980000,3550000000
,3841160,1403/06/17,خ دماوند خ حصیری,53,5,23,69622000,3690000000
,10242093,1403/06/17,تهران نو خ تیموری,135,2,1,109185000,14740000000
,10259595,1403/06/17,نیرو هوایی خ پنجم,88,4,13,81250000,7150000000
,10449802,1403/06/17,شهرآرا خ پاتریس,108,3,28,74074000,8000000000
,10449801,1403/06/17,دریان نو خ سروش,88,2,30,96590000,8500000000
,10351378,1403/06/17,نیروی هوائی خ 30متری,100,3,0,127000000,12700000000
,10299144,1403/06/17,ستارخان خ سازمان آب,100,1,17,180000000,18000000000
,10334324,1403/06/17,ستارخان خ حبیب اله,108,3,6,122222000,13200000000
,10299141,1403/06/17,شهرآرا خ كیا منصوری,110,2,20,170000000,18700000000
,10449795,1403/06/17,شهرآرا آرش مهر,101,5,5,126732000,12800000000
,10245818,1403/06/17,ستارخان خ شادمان,110,2,11,100000000,11000000000
,10250070,1403/06/17,صادقیه خ خسرو,132,3,30,79545000,10500000000
,10146338,1403/06/17,ستارخان سه راه تهران ویلا,92,همكف,30,70650000,6500000000
,10273285,1403/06/17,ستارخان نرسیده به خ دهقان,105,3,17,90000000,9450000000
,10449793,1403/06/17,ستارخان خ اكبریان اذر,173,3,0,135838000,23500000000
,10449792,1403/06/17,شهرآرا خ ملكوتی,86,4,19,81395000,7000000000
,3558283,1403/06/17,دامپزشكی ك عربی,81,4,11,64197000,5200000000
,10247762,1403/06/17,امیرآباد كارگر شمالی,117,1,0,132478000,15500000000
,3791698,1403/06/17,بزرگراه فتح شهرك سینا بلوارخلیج فارس,50,1,0,100000000,5000000000
,10449791,1403/06/17,سبلان جنوبی نرسیده به خ حق گو,54,2,0,70370000,3800000000
,10246693,1403/06/17,جردن بالاتر از بلوار ستاری,125,2,30,138400000,17300000000
,10347421,1403/06/17,آزادی خ قدیر,82,3,13,74390000,6100000000
,10134566,1403/06/17,امیرآباد كارگر شمالی,102,2,12,132352000,13500000000
,10300139,1403/06/17,نظام آباد خ مدنی جنوبی,85,2,1,80000000,6800000000
,10449790,1403/06/17,امیرآباد كارگر شمالی,165,1,4,121212000,20000000000
,10395205,1403/06/17,پلیس خ سرباز,86,5,3,80000000,6880000000
,10427935,1403/06/17,گیشا خ پیروزی,92,2,18,152173000,14000000000
,10242991,1403/06/17,سبلان شمالی خ حیدری,72,3,17,60000000,4320000000
,10266694,1403/06/17,بلوارمرزداران خ ناهید,67,4,9,143283000,9600000000
,10449788,1403/06/17,تهران نو خ بصیر,82,4,14,82926000,6800000000
,10268232,1403/06/17,نامجو خ سلمان فارسی,76,3,22,48684000,3700000000
,10415951,1403/06/17,سبلان جنوبی خ كیایی,75,3,7,75000000,5625000000
,10175950,1403/06/17,بلوارمرزداران خ ناهید خ وحدتی,117,5,4,180000000,21060000000
,10150843,1403/06/17,بلوار مرزداران خ ابراهیمی,112,2,6,139285000,15600000000
,10352534,1403/06/17,اشرفی اصفهانی خ بهشتی,169,6,2,189340000,32000000000
,10336243,1403/06/17,جلال آل احمد خ امیر كبیر,85,4 و 3,2,152941000,13000000000
,10298912,1403/06/17,بلوارمرزداران شهرك ژاندامری خ البرز,148,زیرهمكف,30,209459000,31000000000
,10449782,1403/06/17,تهران پارس بین فلكه و3 خ 182,130,4,16,107690000,14000000000
,3905062,1403/06/17,الهیه ك واثق نوری,275,5,13,300000000,82500000000
,3826387,1403/06/17,الهیه خ خرزشمالی,214,5,6,294392000,63000000000
,10131436,1403/06/17,ظفر بالاتراز خ همایون,208,2,30,129807000,27000000000
,10350429,1403/06/17,پونك خ میلاد,120,2,1,191666000,23000000000
,10298455,1403/06/17,ظفر زرگنده,87,4,8,136781000,11900000000
,10202465,1403/06/17,مجیدیه جنوبی خ كرمان,75,3,15,88000000,6600000000
,10181342,1403/06/17,اشرفی اصفهانی شهرك هما,143,2,15,202797000,29000000000
,10263926,1403/06/17,گلبرگ غربی بالاتراز خ گلستان,65,2,6,95384000,6200000000
,10272312,1403/06/17,اشرفی اصفهانی شهرك هما,147,3,17,136054000,20000000000
,10449777,1403/06/17,اتوبان بابایی شهرك بهشتی,103,16,3,101940000,10500000000
,10449775,1403/06/17,پیروزی خ تاجری,46,3,14,52173000,2400000000
,10268045,1403/06/17,اشرفی اصفهانی باغ فیض خ شهید ناطق نوری,105,1,12,109523000,11500000000
,10449773,1403/06/17,پیروزی چهارصد دستگاه بلوار نیكنام شرقی,116,2,2,67241000,7800000000
,3527527,1403/06/17,جردن نرسیده به خ سرو,394,1,30,241116000,95000000000
,10348906,1403/06/17,ولیعصر نرسیده به ك تورج,120,5,5,180000000,21600000000
,10449772,1403/06/17,نیرو هوایی خ سوم,100,5,18,100000000,10000000000
,10202052,1403/06/17,شهرزیبا میدان الغدیر,104,3,0,125000000,13000000000
,10335940,1403/06/17,شهران بلوار كوهسار,84,12,0,125000000,10500000000
,3835328,1403/06/17,جردن خ روانپور,150,1,10,173330000,26000000000
,10268426,1403/06/17,شهران شمالی خ كوهسار,97,4,8,91237000,8850000000
,10299375,1403/06/17,انتهای همت غرب خ اردستانی,167,4,5,87000000,14529000000
,10273422,1403/06/17,پلیس خ كلیم كاشانی,65,2,20,90000000,5850000000
,10299365,1403/06/17,جنت آباد مركزی كوچه دانش,130,2,0,153846000,20000000000
,10417146,1403/06/17,سبلان شمالی خ حیدری خ نائینی,43,3,6,69767000,3000000000
,10243589,1403/06/17,معلم خ آقابیگی,48,2,10,98950000,4750000000
,2836419,1403/06/17,شریعتی جنب سینما سروش خ بوشهر,123,1,13,89430000,11000000000
,10219404,1403/06/17,معلم نرسیده به ك قنبری,52,زیرهمكف,27,47692000,2480000000
,10120657,1403/06/17,ستاری خ حصارك,63,زیرهمكف,8,31746000,2000000000
,10259869,1403/06/17,پونك سردارجنگل شمالی پنج تن,50,3,22,50000000,2500000000
,10449770,1403/06/17,اتوبان بابایی شهرك بهشتی,105,3,3,85000000,8925000000
,10428721,1403/06/17,دارآباد خ پورابتهاج,82,1,11,130000000,10660000000
,10260608,1403/06/17,اشرفی اصفهانی بالاتر از میدان پونك,114,1,0,170000000,19380000000
,10260607,1403/06/17,اشرفی اصفهانی بالاتر از میدان پونك,130,2,0,170000000,22100000000
,10350759,1403/06/17,كن خ مدرسه,108,3,0,101850000,11000000000
,3943365,1403/06/17,نارمك خ مهر,80,3,20,80000000,6400000000
,10350773,1403/06/17,پونك خ المهدی بلوار قدس,101,2,17,101980000,10300000000
,10449766,1403/06/17,اتوبان بابایی شهرك البرز,98,10,6,86730000,8500000000
,10350794,1403/06/17,پونك خ چمران,130,1,13,111538000,14500000000
,10416369,1403/06/17,گلبرگ شرقی بین دردشت و باقری,77,4,19,71428000,5500000000
,10449759,1403/06/17,ولیعصر تقاطع مطهری,81,2,10,120000000,9720000000
,10449757,1403/06/17,ستارخان خ بهبودی,81,2,27,91975000,7450000000
,10276060,1403/06/17,تهران پارس خ استخر,63,4,11,75390000,4750000000
,3978928,1403/06/17,تهران پارس خ استخر,68,5,11,80000000,5440000000
,10449740,1403/06/17,اشرفی اصفهانی پشت تیراژه خ طالقانی,58,2,11,122410000,7100000000
,10395340,1403/06/17,نارمك خ حاجی صادقی,253,2,2,150197000,38000000000
,10115089,1403/06/17,نارمك خ سمنگان,140,4,1,114285000,16000000000
,10264957,1403/06/17,نارمك خ طاهری,58,1,26,70689000,4100000000
,10262172,1403/06/17,ملاصدرا شیرازجنوبی,214,3,18,163551000,35000000000
,10449756,1403/06/17,عبدل آباد خیابان سبلان,140,4,0,66420000,9300000000
,10126065,1403/06/17,گلبرگ غربی خ صفایی,57,2,4,62280000,3550000000
,10449755,1403/06/17,میدان خراسان خیابان طیب,45,1,18,42220000,1900000000
,10348645,1403/06/17,اختیاریه شمالی خ دوقوز,180,3,0,155000000,27900000000
,10354931,1403/06/17,سعادت آباد خ علامه شمالی,42,2,13,180000000,7560000000
,10349469,1403/06/17,هروی خ افشاری خ گلستان,105,1,5,161904000,17000000000
,10417048,1403/06/17,سعادت آباد صراف شمالی,101,4,19,170000000,17170000000
,10449754,1403/06/17,بریانك ك صمد یار,35,2,8,68000000,2380000000
,10449748,1403/06/17,جمهوری شیخ هادی,68,4,29,48000000,3264000000
,10449746,1403/06/17,دروس خ محسنیان,120,1,2,300000000,36000000000
,10201221,1403/06/17,تهرانپارس خ 186,107,3,15,98130000,10500000000
,10335929,1403/06/17,شیخ بهایی شمالی نرسیده به كوچه شهانقی,155,همكف,28,120000000,18600000000
,3587646,1403/06/17,شهیدعراقی خ فرهنگستان,133,1,25,225560000,30000000000
,10350797,1403/06/17,معلم خ آقابیگی,50,3,9,102000000,5100000000
,10301041,1403/06/17,ونك خ آرارات,152,1,30,210526000,32000000000
,10261463,1403/06/17,قیطریه حكمت,122,5,0,270000000,32940000000
,10350481,1403/06/17,شیخ بهائی شمالی 12متری سوم,100,3,18,140000000,14000000000
,10258177,1403/06/17,پلیس خ كلیم كاشانی,87,3,30,86200000,7500000000
,10180823,1403/06/17,نظام آباد خ مدنی جنوبی خ رجبی,78,2,20,64100000,5000000000
,10350777,1403/06/17,وحیدیه زركش خ ارمغانی,86,1,9,70000000,6020000000
,10148291,1403/06/17,جمال زاده جنوبی نرسیده به خ دیلمان,75,4,0,110000000,8250000000
,10268086,1403/06/17,بزرگراه ارتش شهرك قائم,105,3,18,133333000,14000000000
,3867833,1403/06/17,اقدسیه خ موحد دانش,105,2,0,175000000,18375000000
,3979599,1403/06/17,سهروردی شمالی خ هویزه,100,3,20,150000000,15000000000
,3909213,1403/06/17,سهروردی شمالی نرسیده به خ هویزه,200,2,20,160000000,32000000000
,10449741,1403/06/17,بلوار فردوس غرب خ ارم,68,4,4,150000000,10200000000
,10249405,1403/06/17,شهیدعراقی خ همیشه بهار,107,2,0,200000000,21400000000
,10114647,1403/06/17,گاندی نرسیده به ك سوم,272,3,25,113970000,31000000000
,10243752,1403/06/17,هروی خ وفامنش,203,2,2,205000000,41615000000
,10270155,1403/06/17,شمس اباد خ كمالی,57,3,12,96490000,5500000000
,10271329,1403/06/17,بنی هاشم بالاتراز خ ولیزاده,70,3,12,101000000,7070000000
,10131588,1403/06/17,مجیدیه شمالی خ منصوری,83,1,20,85000000,7055000000
,10350598,1403/06/17,شمس آباد خ بهشتی,100,5,0,135000000,13500000000
,10350403,1403/06/17,سعادت آباد بلوار بهزاد,180,11,30,177770000,32000000000
,10275673,1403/06/17,پونك سردار جنگل,68,1,15,119110000,8100000000
,10217621,1403/06/17,گلبرگ غربی خ صفایی,55,3,9,70000000,3850000000
,10267783,1403/06/17,جردن نرسیده به خ كیش,161,1,3,198757000,32000000000
,10353119,1403/06/17,خ ولیعصر خ طاهری,150,2,30,150000000,22500000000
,10449737,1403/06/17,نامجو خ سلمان فارسی,39,1,19,61530000,2400000000
,10272269,1403/06/17,كریم خان خ نجات اللهی,120,1,3,110000000,13200000000
,10332329,1403/06/17,سعادت آباد بلواردریا,150,5,6,186660000,28000000000
,10449734,1403/06/17,قائم مقام خ مشاهیر,128,3,0,155000000,19840000000
,10264916,1403/06/17,طالقانی خ سمیه خ خاقانی,104,1,30,76923000,8000000000
,10299645,1403/06/17,مطهری خ لارستان,89,1,30,85393000,7600000000
,10266495,1403/06/17,دركه خ احمدپور,300,همكف,2,200000000,60000000000
,10350790,1403/06/17,سعادت آباد خ علامه جنوبی,50,5,17,180000000,9000000000
,10352990,1403/06/17,زعفرانیه خ آصف,100,1,0,230000000,23000000000
,10271601,1403/06/17,گیشا نرسیده به البرز,136,زیرهمكف,30,84558000,11500000000
,10256165,1403/06/17,پیروزی بلوار ابوذر بین پل دوم و سوم,115,4,1,113043000,13000000000
,10268067,1403/06/17,الهیه خ ماهرو,172,2,22,175000000,30100000000
,10243074,1403/06/17,آزادی روبروی مترو حبیب اله,95,3,30,58947000,5600000000
,10122555,1403/06/17,گیشا نرسیده به خ پنجم,105,4,22,105000000,11025000000
,10350597,1403/06/17,جمالزاده شمالی بالاتر از نصرت,56,2,26,81250000,4550000000
,10350607,1403/06/17,امیر آباد كارگر شمالی قبل از خ فاطمی,102,2,30,124019000,12650000000
,10184180,1403/06/17,امیرآباد كارگر شمالی خ یكم,85,2,30,90000000,7650000000
,10260854,1403/06/17,تهرانپارس بلوار شاهد خ 186,58,4,17,74130000,4300000000
,10449239,1403/06/17,نیاوران مهدی زاده,220,1,8,195000000,42900000000
,10272673,1403/06/17,تهران ویلا نرسیده به خ صفویان,96,1,16,100000000,9600000000
,10347704,1403/06/17,تهرانپارس جنب برج آناهید,119,2,11,79830000,9500000000
,10270422,1403/06/17,تهرانپارس 212 غربی,114,2,7,118420000,13500000000
,10405380,1403/06/17,شهران شمالی فلكه دوم خ یكم,49,1,22,113673000,5570000000
,10352036,1403/06/17,امیرآباد كارگر شمالی,145,2,0,155000000,22475000000
,10126867,1403/06/17,حكیمیه فاز یك,133,1,0,118000000,15694000000
,10124960,1403/06/17,تهران پارس بلوار پروین ك 218,116,1,1,90000000,10440000000
,10127800,1403/06/17,نارمك میدان 27,63,2,18,115000000,7245000000
,10199728,1403/06/17,نارمك میدان 21,58,3,15,115000000,6670000000
,10350018,1403/06/17,گیشا نرسیده به خ 29,90,1,30,155555000,14000000000
,10333710,1403/06/17,شهرك راه آهن بلوار كوهك,168,1,0,103571000,17400000000
,10352034,1403/06/17,گیشا تقاطع جلال آل احمد,82,3,7,157310000,12900000000
,10064847,1403/06/17,میدان شهدا خ كفائی امانی,106,3,30,66030000,7000000000
,10273078,1403/06/17,گیشا نرسیده به خ یازدهم,135,همكف,27,155555000,21000000000
,3910290,1403/06/17,پاسداران خ بوستان,93,3,12,159139000,14800000000
,10053194,1403/06/17,تهرانپارس خ 178غربی,116,2,30,100000000,11600000000
,10299026,1403/06/17,شهران خ یكم,61,2,25,103278000,6300000000
,10241298,1403/06/17,پونك سردارجنگل جنوبی,132,1,0,185704000,24513000000
,10348497,1403/06/17,هروی خ وفامنش,156,3,20,120000000,18720000000
,10449727,1403/06/17,ظفر خ كدوئی,104,2,30,115384000,12000000000
,10352031,1403/06/17,گیشا خ دوم,100,3,20,114000000,11400000000
,3839046,1403/06/17,تهرانپارس بین فلكه دوم و سوم خ 186,204,1,2,160000000,32640000000
,3973940,1403/06/17,تهران پارس خ بهار خ 107,105,3,0,180000000,18900000000
,10346507,1403/06/17,اقدسیه خ لنگری,112,1,13,151785000,17000000000
,10200827,1403/06/17,صادقیه بلوار شهدای صادقیه خ پائیزان,105,2,0,134000000,14070000000
,10186030,1403/06/17,شهرآرا خ كابلی,197,6,0,150000000,29550000000
,10246008,1403/06/17,صادقیه بلوار شهدای صادقیه,96,مختلف,0,125000000,12000000000
,10200830,1403/06/17,آیت الله كاشانی خ بهنام,87,1,0,165000000,14355000000
,10347073,1403/06/17,آیت الله كاشانی خ بهنام,97,1,0,165000000,16005000000
,10178335,1403/06/17,شهید عراقی ملكی نسب,98,3,22,115300000,11300000000
,10259863,1403/06/17,طرشت نرسیده به خ قاسم زادیان,110,5,0,118181000,13000000000
,10273294,1403/06/17,ستارخان خ رحیمی اصل,73,2,3,125000000,9125000000
,2661395,1403/06/17,زعفرانیه مقدس اردبیلی,222,1,29,250000000,55500000000
,10128296,1403/06/17,هروی حسین آباد,95,4,3,155263000,14750000000
,10417393,1403/06/17,انتهای همت بلوار اردستانی,112,19,1,69642000,7800000000
,10352323,1403/06/17,زعفرانیه ماكوئی پور جنوبی,200,4,10,270000000,54000000000
,10183848,1403/06/17,زعفرانیه خ نیاززاده,117,3,7,168376000,19700000000
,10255573,1403/06/17,شمس آباد خ ریحانی,116,3,29,137930000,16000000000
,10352041,1403/06/17,ستارخان خ كوثر سوم,189,4,30,74070000,14000000000
,10352277,1403/06/17,ستارخان خ شادمان,77,3,23,90900000,7000000000
,10123135,1403/06/17,شمس آباد خ شهید كرد,73,2,18,115000000,8395000000
,10352003,1403/06/17,ولنجك خ 19,160,1,30,350000000,56000000000
,10243490,1403/06/17,زعفرانیه خ آصف,153,3,10,183000000,28000000000
,10354715,1403/06/17,ستارخان خ شادمان,122,3,30,67210000,8200000000
,10262533,1403/06/17,ولنجك بلوار دانشجو,143,4,30,230769000,33000000000
,10145295,1403/06/17,طرشت خ سلطان محمدی,77,2,22,83116000,6400000000
,10449724,1403/06/17,دزاشیب خ واعظی,111,5,5,180000000,19980000000
,3523767,1403/06/17,ظفر بلوار آرش,190,2,30,148514000,30000000000
,10274967,1403/06/17,صادقیه فلكه دوم,127,5,0,130000000,16510000000
,3311152,1403/06/17,شهرآرا پاتریس لومومبا روبروی حسینیه دریانیها,120,6,5,141660000,17000000000
,10354702,1403/06/17,آیت الله كاشانی بلوار اباذر,147,1,7,149650000,22000000000
,10352287,1403/06/17,بلوار فردوس خ سازمان برنامه جنوبی,63,2,1,165079000,10400000000
,10354700,1403/06/17,شهر زیبا بلوار تعاون,117,2,0,115000000,13455000000
,10354704,1403/06/17,بلوار فردوس غرب خ پروانه شمالی,99,4,20,78780000,7800000000
,10351945,1403/06/17,بلوار فردوس غرب خ لاله جنوبی,127,4,23,92913000,11800000000
,10176605,1403/06/17,خواجه نصیر پایین تر از میدان سپاه,71,3,12,90000000,6390000000
,10449723,1403/06/17,بلوار كشاورز خ كبكانیان,122,زیرهمكف,30,100000000,12200000000
,3109726,1403/06/17,هنگام شمیران نو,85,همكف,25,47058000,4000000000
,10354545,1403/06/17,جنت آباد مركزی شاهین شمالی,70,2,12,122857000,8600000000
,10134856,1403/06/17,هنگام شمیران نو خ غفاری,120,4,1,75000000,9000000000
,10354736,1403/06/17,شهران خ طالقانی,108,2,8,125000000,13500000000
,10354560,1403/06/17,شهران فلكه دوم,78,3,28,85000000,6630000000
,10354733,1403/06/17,شهران خ كوهسار,180,4,20,77777000,14000000000
,10352667,1403/06/17,جنت آباد جنوبی خ ایثارگران,45,1,16,143333000,6450000000
,10353435,1403/06/17,جنت آباد مركزی شاهین شمالی خ بزرگمهر,130,4,17,146153000,19000000000
,10269221,1403/06/17,مینی سیتی شهرك محلاتی,105,1,12,123809000,13000000000
,10352431,1403/06/17,ستاری حصارك,75,همكف,12,41333000,3100000000
,10428099,1403/06/17,فرمانیه خ اندرزگو خ آشتیانی منفرد,250,2,1,240000000,60000000000
,10352071,1403/06/17,نیاوران میدان یاسر خ صادق قمی,400,3,11,400000000,160000000000
,3532798,1403/06/17,كن شمال سولقان,112,4,5,50892000,5700000000
,3529867,1403/06/17,پونك سردار جنگل خ ایران زمین,134,1,11,110000000,14740000000
,10253476,1403/06/17,سبلان جنوبی نرسیده به خ رجبی,105,3,6,76190000,8000000000
,10354343,1403/06/17,شهران فلكه اول,127,5,0,140000000,17780000000
,2441411,1403/06/17,شهران مجتمع ا پی جی,140,1,16,80000000,11200000000
,10349713,1403/06/17,شهران خ وسك,72,9,19,118050000,8500000000
,10253817,1403/06/17,نیاوران جمال آباد میدان خبیر,130,4,0,176923000,23000000000
,10351648,1403/06/17,جنت آباد مركزی 35 متری گلستان,132,2,7,125000000,16500000000
,10267138,1403/06/17,زعفرانیه خ پسیان,134,3,30,238805000,32000000000
,10449717,1403/06/17,اقدسیه خ موحددانش,105,2,0,175000000,18375000000
,3562059,1403/06/17,قیطریه بلوار صبا خ كریمی,165,3,17,180000000,29700000000
,3232676,1403/06/17,فرجام شرقی خ 41,160,3,25,93750000,15000000000
,10449709,1403/06/17,امیرآباد كارگر شمالی,176,1,30,113636000,20000000000
,3949130,1403/06/17,فرجام شرقی خ حیدرخانی,105,2,30,104761000,11000000000
,10335526,1403/06/17,بلوارمرزداران 35 متری لاله,286,2 واحد,11,157342000,45000000000
,10335524,1403/06/17,بلوارمرزداران 35 متری لاله,143,4,11,167832000,24000000000
,10121291,1403/06/17,جردن خ عاطفی شرقی,111,1,15,144140000,16000000000
,10449707,1403/06/17,بلوار حجازی جنب بوستان الهام,105,3,21,80952000,8500000000
,10348376,1403/06/17,جمال زاده شمالی خ غلامرضا طوسی,144,2,2,134027000,19300000000
,10347344,1403/06/17,بهارستان خ اعلائی,72,2,15,69440000,5000000000
,10333998,1403/06/17,سعادت آباد نرسیده به خ 26 شرقی,105,1,17,180000000,18900000000
,10301512,1403/06/17,دربند خ اسداللهی,80,1,13,100000000,8000000000
,10346941,1403/06/17,اكباتان خ بیمه,126,2,17,95230000,12000000000
,3969703,1403/06/17,اقدسیه خ علیخانی,123,3,19,180500000,22201500000
,10449706,1403/06/17,آیت الله كاشانی شهرك فرهنگیان,104,3,22,83653000,8700000000
,10449705,1403/06/17,جمشیدیه خ 24,200,4,0,450000000,90000000000
,10151212,1403/06/17,ازگل اراج شهرك ولیعصر,146,همكف,18,170000000,24820000000
,10179418,1403/06/17,فرمانیه خ آذرمینا,150,3,13,220000000,33000000000
,10349097,1403/06/17,قیطریه چیذر,85,2,30,350000000,29750000000
,10273722,1403/06/17,ظفر زرگنده,118,13,20,148305000,17500000000
,10350535,1403/06/17,پاسداران نیستان,200,1,20,150000000,30000000000
,10271323,1403/06/17,دروس خ هدایت,350,مختلف,0,400000000,140000000000
,10449704,1403/06/17,تهرانپارس توحید,89,مختلف,0,130000000,11570000000
,10127607,1403/06/17,ولنجك بالاتراز خ 25,270,6,12,220000000,59400000000
,10270146,1403/06/17,هروی خ حسین اباد,180,10,1,115000000,20700000000
,10449703,1403/06/17,سعادت آباد خ صرافهای جنوبی,150,5,2,290000000,43500000000
,10348663,1403/06/17,پاسداران خ فرخی یزدی,114,2,20,149122000,17000000000
,10003135,1403/06/17,پاسداران گلستان,210,13,1,265000000,55650000000
,10347245,1403/06/17,مطهری خ سلیمان خاطر,103,همكف,22,87378000,9000000000
,10251750,1403/06/17,آرژانتین خ بیهقی,167,1,30,143712000,24000000000
,10449701,1403/06/17,میرداماد بالاتراز خ كوشا,106,2,6,169811000,18000000000
,10205936,1403/06/17,تهرانپارس خ استخر,115,3,3,100000000,11500000000
,10333792,1403/06/17,شهران خ ادهمی خ آصمی,105,3,0,120000000,12600000000
,10350832,1403/06/17,شهرك غرب بلوار پاكنژاد,110,1,23,136360000,15000000000
,10199668,1403/06/17,شهران خ ادهمی خ آصمی,65,4,0,120000000,7800000000
,10301805,1403/06/17,جلفا خ لاهیجانی غربی,148,4,28,101351000,15000000000
,10335205,1403/06/17,مجیدیه جنوبی 16 متری اول,118,2,13,84740000,10000000000
,10347458,1403/06/17,مجیدیه جنوبی خ حاجی پور,85,1,1,115290000,9800000000
,10241021,1403/06/17,جلفا نرسیده به خ شقاقی,124,4,0,145000000,17980000000
,10274738,1403/06/17,بنی هاشم تقاطع میدان,139,6,25,80570000,11200000000
,10144809,1403/06/17,شریعتی خ بهارشیراز خ جوادنیا,172,4,30,51162000,8800000000
,10427921,1403/06/17,یوسف آباد جهان آرا,63,3,3,174600000,11000000000
,10263859,1403/06/17,خواجه عبدالله نرسیده به ك دهم,128,4,17,133000000,17024000000
,10270099,1403/06/17,یوسف آباد خ جهان آراء,52,2,13,128840000,6700000000
,10251755,1403/06/17,جلفا دراج,63,زیرهمكف,20,80000000,5040000000
,10350360,1403/06/17,دبستان خ شعبانی,70,3,17,90000000,6300000000
,10078209,1403/06/17,مجیدیه جنوبی خ استاد حسن بنا,78,1,19,92300000,7200000000
,10255764,1403/06/17,دبستان بالاتراز خ آریان محمودی,166,2,20,150600000,25000000000
,3994162,1403/06/17,آپادانا خ مهناز,123,1,0,145000000,17835000000
,10302070,1403/06/17,سراج قیوم آبادی,52,3,18,69230000,3600000000
,10449700,1403/06/17,مجیدیه جنوبی خ همایی,59,4,20,66100000,3900000000
,10116153,1403/06/17,دبستان نرسیده به ك آگاهی,58,4,27,81034000,4700000000
,10302056,1403/06/17,بلوارابوذرجنوبی خ علامه جنوبی,113,4,16,106194000,12000000000
,10127616,1403/06/17,مجیدیه جنوبی بالاتر از خ مسیل باختر,55,زیرهمكف,18,98180000,5400000000
,10240680,1403/06/17,فاطمی بین كاج جنوبی و 8 بهشت,123,1,30,101620000,12500000000
,10449699,1403/06/17,مجیدیه جنوبی خ استاد حسن بنا,60,1,30,75000000,4500000000
,10302065,1403/06/17,نبردجنوبی 18متری انصارالحسین,92,1,11,70652000,6500000000
,10206622,1403/06/17,یوسف آباد خ جهان آرا,115,2,0,220000000,25300000000
,10449697,1403/06/17,جنت آباد بلواربعثت,80,2,3,140000000,11200000000
,10252907,1403/06/17,بزرگراه رسالت خ آیت شمالی,130,2,14,90000000,11700000000
,10148312,1403/06/17,فاطمی غربی خ سنیدخت,164,زیرهمكف,30,79260000,13000000000
,10449696,1403/06/17,پیروزی 100دستگاه كوچه امیری,53,زیرهمكف,18,60377000,3200000000
,10302150,1403/06/17,نیروهوایی فلكه لوزی,57,زیرهمكف,18,61403000,3500000000
,10350068,1403/06/17,گلبرگ غربی خ كرمان,95,1,30,82100000,7800000000
,10301912,1403/06/17,نظام آباد خ مدنی جنوبی,72,3,23,56940000,4100000000
,10253728,1403/06/17,پیروزی نرسیده به خ زینتی افخم,42,2,18,58333000,2450000000
,10301308,1403/06/17,وحیدیه نرسیده به ك خدیور,128,همكف,30,54680000,7000000000
,10121048,1403/06/17,توانیر شمالی خ آرمان,209,1,24,153110000,32000000000
,10300943,1403/06/17,وحیدیه نرسیده به ك بابایی,103,2,30,87370000,9000000000
,10200172,1403/06/17,بزرگراه رسالت خ كرمان,100,5,1,106000000,10600000000
,10449695,1403/06/17,اشرفی اصفهانی خ گلستان,70,9,18,105714000,7400000000
,10298683,1403/06/17,خواجه نظام خ اجاره دار,56,زیرهمكف,25,48210000,2700000000
,10449694,1403/06/17,خواجه نظام پایین تر از چهارراه شیخان,76,2,20,59210000,4500000000
,10449693,1403/06/17,تهران نو خ 15متری غفاری,106,4,3,80000000,8480000000
,10127481,1403/06/17,خواجه نصیر خ سرباز,110,4,0,120000000,13200000000
,10205203,1403/06/17,قنات كوثر بلواراستقلال,127,2,12,100000000,12700000000
,10347205,1403/06/17,شریعتی خ ادیبی,49,2,20,94897000,4650000000
,10263719,1403/06/17,فاطمی نرسیده به خ رهی معیری,83,5,3,150600000,12500000000
,3836452,1403/06/17,شریعتی پایین تراز میدان قدس,169,3,7,207100000,35000000000
,10271716,1403/06/17,گلبرگ شرقی خ دردشت,120,1,4,132000000,15840000000
,10349900,1403/06/17,نیرو هوایی خ هفتم,180,5,13,111111000,20000000000
,10346400,1403/06/17,آزادی خ هاشمی,61,3,8,62295000,3800000000
,10272353,1403/06/17,گلبرگ شرقی خ دردشت,125,4,1,111200000,13900000000
,10449692,1403/06/17,دامپزشكی خ پارسایان,109,مختلف,0,80000000,8720000000
,10349512,1403/06/17,نبرد جنوبی خ علامه امینی جنوبی,108,4,6,101851000,11000000000
,10350126,1403/06/17,نارمك نرسیده به خ مدائن,112,4,13,114280000,12800000000
,10349498,1403/06/17,پیروزی خ دریاباری خ كرمیان,100,3,7,87000000,8700000000
,10346402,1403/06/17,اسكندری شمالی نرسیده به ك خازنی,105,6,7,123800000,13000000000
,10349295,1403/06/17,پیروزی بلوار ابوذر,147,5,6,88000000,12936000000
,10334598,1403/06/17,گلبرگ غربی خ گلستان,90,4,8,100000000,9000000000
,10253649,1403/06/17,بلوار فردوس غرب بهار شمالی منوچهری غربی,104,2,0,153846000,16000000000
,10346581,1403/06/17,بزرگراه محلاتی خ علامه امینی جنوبی,118,1,10,127118000,15000000000
,10296701,1403/06/17,گلبرگ غربی خ صفایی,42,4,8,71420000,3000000000
,10268516,1403/06/17,آیت الله كاشانی خ بهنام,130,1,2,160000000,20800000000
